,city,state,males,females,lat,lng,state_name,city_state,pop,murdersPerState
1050,Freeland,PA,1,1,41.0167508,-75.8971431,Pennsylvania,"Freeland, Pennsylvania",102,510
1051,Garfield,PA,1,0,40.46868,-79.9386628,Pennsylvania,"Garfield, Pennsylvania",502,510
1052,Germantown,PA,1,0,40.0434449,-75.1801775,Pennsylvania,"Germantown, Pennsylvania",1269,510
1053,Grantville,PA,1,1,40.377867,-76.6463566,Pennsylvania,"Grantville, Pennsylvania",3041,510
1054,Hampden,PA,1,0,40.215999,-76.997987,Pennsylvania,"Hampden, Pennsylvania",128,510
1055,Hanover,PA,1,0,39.8063247,-76.9842735,Pennsylvania,"Hanover, Pennsylvania",844,510
1056,Harrisburg,PA,15,2,40.2663107,-76.8861122,Pennsylvania,"Harrisburg, Pennsylvania",2288,510
1058,Hazelwood,PA,1,0,40.4131664,-79.9391633,Pennsylvania,"Hazelwood, Pennsylvania",25703,510
1059,Hazleton,PA,2,0,40.9646867,-75.9852789,Pennsylvania,"Hazleton, Pennsylvania",263,510
1060,Hempfield,PA,2,1,40.0548193,-76.4388523,Pennsylvania,"Hempfield, Pennsylvania",3741,510
1062,Hilltown,PA,1,0,40.3421681,-75.255433,Pennsylvania,"Hilltown, Pennsylvania",15029,510
1063,Homer City,PA,1,0,40.5434007,-79.1622566,Pennsylvania,"Homer City, Pennsylvania",5003,510
1064,Homestead,PA,3,0,40.4059025,-79.9119948,Pennsylvania,"Homestead, Pennsylvania",60512,510
1065,Homewood,PA,7,0,40.813953,-80.32923,Pennsylvania,"Homewood, Pennsylvania",25167,510
1066,Horton,PA,2,1,41.6050664,-77.8413829,Pennsylvania,"Horton, Pennsylvania",1776,510
1068,Huntingdon,PA,2,1,40.4847959,-78.0102813,Pennsylvania,"Huntingdon, Pennsylvania",45913,510
1069,Jefferson,PA,1,0,41.1125398,-79.0163349,Pennsylvania,"Jefferson, Pennsylvania",658466,510
1071,Johnstown,PA,3,0,40.3267407,-78.9219698,Pennsylvania,"Johnstown, Pennsylvania",9887,510
1072,Kennedy,PA,1,0,41.680071,-77.4283124,Pennsylvania,"Kennedy, Pennsylvania",447,510
1073,Kensington,PA,3,0,39.9859458,-75.1318429,Pennsylvania,"Kensington, Pennsylvania",473,510
1075,Lamar,PA,1,0,41.0161767,-77.5311034,Pennsylvania,"Lamar, Pennsylvania",14564,510
1076,Lancaster,PA,3,1,40.03997225,-76.3064177339532,Pennsylvania,"Lancaster, Pennsylvania",156633,510
1077,Lancaster County,PA,1,0,40.01846345,-76.2336528466464,Pennsylvania,"Lancaster County, Pennsylvania",285407,510
1078,Larimer,PA,2,0,40.4625688,-79.9083841,Pennsylvania,"Larimer, Pennsylvania",299630,510
1079,Latrobe,PA,1,0,40.3211808,-79.3794811,Pennsylvania,"Latrobe, Pennsylvania",8338,510
1080,Lebanon,PA,2,1,40.3465499,-76.4283812,Pennsylvania,"Lebanon, Pennsylvania",7308,510
1081,Lehman,PA,2,0,41.3170249,-76.0224235,Pennsylvania,"Lehman, Pennsylvania",3508,510
1084,Lower Paxton,PA,1,0,40.3187547,-76.7862453,Pennsylvania,"Lower Paxton, Pennsylvania",47360,510
1085,Lower Pottsgrove,PA,1,0,40.2509313,-75.5929597,Pennsylvania,"Lower Pottsgrove, Pennsylvania",12059,510
1087,Malvern,PA,1,0,40.036202,-75.5138959,Pennsylvania,"Malvern, Pennsylvania",1448,510
1088,Manchester,PA,1,1,40.0595131,-76.7229552,Pennsylvania,"Manchester, Pennsylvania",58241,510
1089,Manheim,PA,1,0,40.1637359,-76.3952429,Pennsylvania,"Manheim, Pennsylvania",3334,510
1092,McKeesport,PA,4,1,40.3478472,-79.864215,Pennsylvania,"McKeesport, Pennsylvania",19731,510
1093,Mckeesport,PA,1,0,40.3478472,-79.864215,Pennsylvania,"Mckeesport, Pennsylvania",19731,510
1094,Mercer County,PA,1,0,41.3334542,-80.3014412,Pennsylvania,"Mercer County, Pennsylvania",16434,510
1095,Middle Paxton,PA,1,0,40.3046694,-76.8182032,Pennsylvania,"Middle Paxton, Pennsylvania",4976,510
1097,Monroeville,PA,2,0,40.4211798,-79.7881025,Pennsylvania,"Monroeville, Pennsylvania",6519,510
1099,Morrisville,PA,1,0,40.2114978,-74.7879399,Pennsylvania,"Morrisville, Pennsylvania",388,510
1103,Nether Providence,PA,1,1,39.878245,-75.376656,Pennsylvania,"Nether Providence, Pennsylvania",13706,510
1104,New Castle,PA,2,1,41.0036719,-80.3470091,Pennsylvania,"New Castle, Pennsylvania",4518,510
1108,North Union,PA,1,0,43.0686883,-77.7968023,Pennsylvania,"North Union, Pennsylvania",12728,510
1109,North Versailles,PA,1,1,40.3797913,-79.8094916,Pennsylvania,"North Versailles, Pennsylvania",10229,510
1110,Olney,PA,3,0,40.0412227,-75.1237863,Pennsylvania,"Olney, Pennsylvania",9115,510
1111,Overbrook,PA,1,0,40.3842203,-79.9961442,Pennsylvania,"Overbrook, Pennsylvania",1058,510
1113,Penn Hills,PA,4,0,40.4729398,-79.8176723,Pennsylvania,"Penn Hills, Pennsylvania",42329,510
1114,Philadelphia,PA,189,11,39.952335,-75.163789,Pennsylvania,"Philadelphia, Pennsylvania",221,510
1115,Philipsburg,PA,1,1,40.0617403,-79.881158,Pennsylvania,"Philipsburg, Pennsylvania",820,510
1116,Pittsburg,PA,1,0,37.777164,-88.848726,Pennsylvania,"Pittsburg, Pennsylvania",63264,510
1117,Pittsburgh,PA,24,6,40.4416941,-79.9900861,Pennsylvania,"Pittsburgh, Pennsylvania",305704,510
1120,Pottsville,PA,1,0,40.6859385,-76.1949411,Pennsylvania,"Pottsville, Pennsylvania",2838,510
1121,Rankin,PA,1,1,40.412569,-79.8792161,Pennsylvania,"Rankin, Pennsylvania",561,510
1122,Reading,PA,7,0,40.3364587,-75.9288612,Pennsylvania,"Reading, Pennsylvania",2046,510
1123,Ross Township,PA,3,0,40.520623,-80.0050243038564,Pennsylvania,"Ross Township, Pennsylvania",1594,510
1126,Scranton,PA,1,0,41.408969,-75.6624122,Pennsylvania,"Scranton, Pennsylvania",224,510
1127,Sewickley,PA,1,0,40.5364566,-80.1845031,Pennsylvania,"Sewickley, Pennsylvania",5996,510
1128,Shaler,PA,1,1,40.161289,-80.486165,Pennsylvania,"Shaler, Pennsylvania",28757,510
1129,Sharon,PA,1,0,41.2331116,-80.4934035,Pennsylvania,"Sharon, Pennsylvania",2782,510
1131,Shippensburg,PA,1,0,40.0562262,-77.5139074,Pennsylvania,"Shippensburg, Pennsylvania",5429,510
1132,Somerset County,PA,1,1,40.0035466,-79.0425390015899,Pennsylvania,"Somerset County, Pennsylvania",52228,510
1133,South Abington,PA,1,1,40.1206656,-75.1179512,Pennsylvania,"South Abington, Pennsylvania",9073,510
1134,South Huntingdon,PA,1,0,39.997146,-78.241966,Pennsylvania,"South Huntingdon, Pennsylvania",5796,510
1135,South Londonderry,PA,1,0,40.2403764,-76.5372625,Pennsylvania,"South Londonderry, Pennsylvania",6991,510
1136,South Strabane,PA,1,0,40.1384049,-80.163391,Pennsylvania,"South Strabane, Pennsylvania",9346,510
1137,Springettsbury,PA,1,0,39.9949864,-76.675922,Pennsylvania,"Springettsbury, Pennsylvania",26668,510
1139,Summit,PA,1,0,39.968421,-78.0227807,Pennsylvania,"Summit, Pennsylvania",604,510
1142,Texas,PA,1,0,41.5350719,-77.2527545,Pennsylvania,"Texas, Pennsylvania",1246,510
1143,Torrance,PA,1,0,40.4172913,-79.2228123,Pennsylvania,"Torrance, Pennsylvania",145438,510
1144,Uniontown,PA,3,0,39.900076,-79.7164326,Pennsylvania,"Uniontown, Pennsylvania",1775,510
1145,Upper Chichester,PA,1,0,39.8571,-75.4592,Pennsylvania,"Upper Chichester, Pennsylvania",16738,510
1146,Upper Darby,PA,2,1,39.9284459,-75.2737955,Pennsylvania,"Upper Darby, Pennsylvania",82795,510
1147,Warwick,PA,1,0,40.1623168,-76.3069013,Pennsylvania,"Warwick, Pennsylvania",423,510
1148,Washington,PA,4,1,40.17396,-80.2461714,Pennsylvania,"Washington, Pennsylvania",17581,510
1149,Washington County,PA,1,0,40.2167415,-80.2389846065416,Pennsylvania,"Washington County, Pennsylvania",17581,510
1151,West Chester,PA,1,0,39.960185,-75.6054709977898,Pennsylvania,"West Chester, Pennsylvania",146,510
1152,West Manheim Township,PA,1,0,40.1637359,-76.3952429,Pennsylvania,"West Manheim Township, Pennsylvania",7744,510
1154,Westfield,PA,1,1,41.9192368,-77.5388744,Pennsylvania,"Westfield, Pennsylvania",601,510
1155,Wilkes-Barre,PA,10,2,41.2464824,-75.8817316,Pennsylvania,"Wilkes-Barre, Pennsylvania",41498,510
1156,Williamsport,PA,4,0,41.2493292,-77.0027671,Pennsylvania,"Williamsport, Pennsylvania",1898,510
1157,Williamstown,PA,1,0,40.5800868,-76.617742,Pennsylvania,"Williamstown, Pennsylvania",3925,510
1158,York,PA,8,1,39.962398,-76.727392,Pennsylvania,"York, Pennsylvania",2538,510
1159,York City,PA,3,0,39.9543252,-76.7100642,Pennsylvania,"York City, Pennsylvania",2538,510
1160,Aliquippa,PA,0,1,40.618174,-80.2510131448239,Pennsylvania,"Aliquippa, Pennsylvania",9438,510
1161,Coatesville,PA,0,1,39.9831616,-75.8238355,Pennsylvania,"Coatesville, Pennsylvania",523,510
1162,Connellsville,PA,0,1,40.0178522,-79.5894828,Pennsylvania,"Connellsville, Pennsylvania",7637,510
1164,Holly Hill,PA,0,1,40.1626096,-74.838775,Pennsylvania,"Holly Hill, Pennsylvania",11659,510
1165,Lower Macungie,PA,0,1,40.543813,-75.5319152,Pennsylvania,"Lower Macungie, Pennsylvania",30633,510
1167,Muhlenberg,PA,0,1,40.3831486,-75.9388201,Pennsylvania,"Muhlenberg, Pennsylvania",31499,510
1168,Oil City,PA,0,1,41.4339484,-79.7064413,Pennsylvania,"Oil City, Pennsylvania",1008,510
1169,Phillipsburg,PA,0,1,40.6933994,-80.2820062,Pennsylvania,"Phillipsburg, Pennsylvania",2581,510
1170,Simpson,PA,0,1,41.8367297,-78.5880801,Pennsylvania,"Simpson, Pennsylvania",60,510
1172,Warminster,PA,0,1,40.2067751,-75.0996159,Pennsylvania,"Warminster, Pennsylvania",32682,510
1173,Acworth,GA,2,1,34.0659329,-84.6768796,Georgia,"Acworth, Georgia",20425,382
1174,Adairsville,GA,1,1,34.3687021,-84.9341093,Georgia,"Adairsville, Georgia",4648,382
1175,Aiken County,GA,1,0,33.6005783,-81.6035062,Georgia,"Aiken County, Georgia",160099,382
1176,Albany,GA,5,0,31.5785074,-84.155741,Georgia,"Albany, Georgia",18539,382
1177,Alpharetta,GA,2,0,34.0709576,-84.2747329,Georgia,"Alpharetta, Georgia",57551,382
1178,Athens,GA,1,0,33.9595974,-83.376678,Georgia,"Athens, Georgia",21897,382
1179,Atlanta,GA,60,6,33.7490987,-84.3901849,Georgia,"Atlanta, Georgia",420003,382
1180,Augusta,GA,12,3,33.4709714,-81.9748429,Georgia,"Augusta, Georgia",2199,382
1181,Austell,GA,2,1,33.8126059,-84.6343783,Georgia,"Austell, Georgia",6581,382
1182,Baker County,GA,1,0,31.2638035,-84.49868355963181,Georgia,"Baker County, Georgia",27115,382
1183,Baxley,GA,1,0,31.7782514,-82.3484618,Georgia,"Baxley, Georgia",4400,382
1184,Bethlehem,GA,1,1,34.9020296,-84.0774118,Georgia,"Bethlehem, Georgia",3607,382
1185,Bibb County,GA,1,0,32.8071935,-83.68659779666301,Georgia,"Bibb County, Georgia",22915,382
1186,Blairsville,GA,1,2,34.8761989,-83.9582412,Georgia,"Blairsville, Georgia",652,382
1188,Brunswick,GA,3,0,31.1499528,-81.4914894,Georgia,"Brunswick, Georgia",15383,382
1189,Buford,GA,1,2,34.1206564,-84.0043513,Georgia,"Buford, Georgia",12225,382
1190,Cairo,GA,3,0,30.8774132,-84.2012897,Georgia,"Cairo, Georgia",9607,382
1191,Calhoun,GA,1,0,31.5040637,-84.4534229,Georgia,"Calhoun, Georgia",118572,382
1192,Canton,GA,2,0,34.2367621,-84.4907621,Georgia,"Canton, Georgia",10292,382
1193,Carnesville,GA,1,0,34.3698266,-83.235155,Georgia,"Carnesville, Georgia",577,382
1194,Cartersville,GA,2,0,34.180855,-84.7529170994188,Georgia,"Cartersville, Georgia",19731,382
1195,Cascade,GA,1,0,34.906322,-85.205915,Georgia,"Cascade, Georgia",939,382
1196,Catoosa County,GA,1,0,34.8776399,-85.1445279220676,Georgia,"Catoosa County, Georgia",63942,382
1197,Cedartown,GA,1,0,34.018554,-85.25593920522499,Georgia,"Cedartown, Georgia",9750,382
1198,Cherokee County,GA,2,0,34.2428725,-84.45619375495231,Georgia,"Cherokee County, Georgia",25989,382
1199,Chickamauga,GA,1,0,34.871188,-85.2907896,Georgia,"Chickamauga, Georgia",3101,382
1200,Clarkesville,GA,1,0,34.6125971,-83.5248933,Georgia,"Clarkesville, Georgia",1733,382
1201,Claxton,GA,1,0,32.1615815,-81.9040047,Georgia,"Claxton, Georgia",2746,382
1202,Clayton County,GA,9,2,33.4362245,-84.3142675,Georgia,"Clayton County, Georgia",259424,382
1203,Cobb,GA,1,1,33.9373948,-84.5732006,Georgia,"Cobb, Georgia",688078,382
1204,Cobb County,GA,2,1,33.915655,-84.581456285374,Georgia,"Cobb County, Georgia",688078,382
1206,College Park,GA,3,0,33.6534427,-84.4493725,Georgia,"College Park, Georgia",13942,382
1207,Columbus,GA,15,5,32.4609764,-84.9877094,Georgia,"Columbus, Georgia",189885,382
1208,Conley,GA,1,0,33.6358095,-84.3294395574209,Georgia,"Conley, Georgia",64,382
1209,Covington,GA,2,0,33.5967815,-83.8601827,Georgia,"Covington, Georgia",37765,382
1210,Coweta County,GA,1,0,33.351366,-84.779898802719,Georgia,"Coweta County, Georgia",127317,382
1211,Crawford County,GA,1,0,32.695324,-83.9684883309027,Georgia,"Crawford County, Georgia",61948,382
1212,Dacula,GA,1,1,33.9887165,-83.8979573,Georgia,"Dacula, Georgia",4442,382
1213,Dallas,GA,1,0,33.917713,-84.8573906297509,Georgia,"Dallas, Georgia",43820,382
1214,Dalton,GA,1,0,34.723883,-84.86855458466461,Georgia,"Dalton, Georgia",33128,382
1215,DeKalb,GA,2,1,34.9711865,-85.279123,Georgia,"DeKalb, Georgia",71109,382
1216,DeKalb County,GA,8,2,33.79274945,-84.2201537167311,Georgia,"DeKalb County, Georgia",71109,382
1217,Decatur,GA,4,0,33.7737582,-84.296069,Georgia,"Decatur, Georgia",55683,382
1218,Dekalb County,GA,3,0,33.79274945,-84.2201537167311,Georgia,"Dekalb County, Georgia",71109,382
1219,Donalsonville,GA,1,1,31.0404625,-84.8790911,Georgia,"Donalsonville, Georgia",2650,382
1220,East Point,GA,4,2,33.6795531,-84.4393724,Georgia,"East Point, Georgia",33712,382
1221,Elbert County,GA,1,0,34.1106692,-82.6953123,Georgia,"Elbert County, Georgia",23086,382
1222,Emerson,GA,1,0,30.7760298,-83.631827,Georgia,"Emerson, Georgia",368,382
1223,Fayetteville,GA,1,0,33.4487257,-84.4549262,Georgia,"Fayetteville, Georgia",73580,382
1224,Fitzgerald,GA,1,1,31.7149082,-83.2526545,Georgia,"Fitzgerald, Georgia",9053,382
1225,Flowery Branch,GA,1,0,34.1851017,-83.9251809,Georgia,"Flowery Branch, Georgia",5679,382
1226,Forest Park,GA,1,0,33.6220542,-84.3690918,Georgia,"Forest Park, Georgia",18468,382
1227,Forsyth,GA,2,0,34.2484331,-83.9748056,Georgia,"Forsyth, Georgia",3788,382
1228,Fulton County,GA,5,1,33.844221,-84.4035319457118,Georgia,"Fulton County, Georgia",12245,382
1229,Gainesville,GA,3,1,34.2435175,-83.827866021914,Georgia,"Gainesville, Georgia",208,382
1230,Glenwood,GA,1,0,33.9292825,-83.4026591,Georgia,"Glenwood, Georgia",187,382
1231,Griffin,GA,3,0,33.2467807,-84.2640904,Georgia,"Griffin, Georgia",23643,382
1232,Grovetown,GA,1,0,33.4504157,-82.1981764,Georgia,"Grovetown, Georgia",11216,382
1233,Gwinnett,GA,3,1,33.9190653,-84.0167423,Georgia,"Gwinnett, Georgia",805321,382
1234,Gwinnett County,GA,4,1,33.95775315,-84.0424256042861,Georgia,"Gwinnett County, Georgia",805321,382
1235,Hahira,GA,1,0,30.9913064,-83.3726575,Georgia,"Hahira, Georgia",2737,382
1236,Hapeville,GA,2,0,33.660109,-84.4102046,Georgia,"Hapeville, Georgia",6373,382
1237,Hawkinsville,GA,1,1,32.2837731,-83.4721177,Georgia,"Hawkinsville, Georgia",4589,382
1238,Henry County,GA,2,0,33.472561,-84.1196689149248,Georgia,"Henry County, Georgia",17302,382
1239,Homerville,GA,1,0,31.0365983,-82.7470849,Georgia,"Homerville, Georgia",2456,382
1240,Houston County,GA,2,0,32.487669,-83.6449357626543,Georgia,"Houston County, Georgia",101547,382
1241,Jefferson,GA,1,1,32.9140428,-82.3089137,Georgia,"Jefferson, Georgia",658466,382
1242,Jones County,GA,1,0,33.013691,-83.557547168413,Georgia,"Jones County, Georgia",28669,382
1243,Jonesboro,GA,1,0,33.5215013,-84.3538128,Georgia,"Jonesboro, Georgia",67263,382
1244,LaFayette,GA,1,0,34.7048022,-85.2818998,Georgia,"LaFayette, Georgia",7645,382
1245,Lagrange,GA,1,0,33.036685,-85.0328815195532,Georgia,"Lagrange, Georgia",89,382
1246,Lanier County,GA,1,0,31.017897,-83.078731246425,Georgia,"Lanier County, Georgia",10078,382
1247,Laurens County,GA,1,1,32.431744,-82.92306079712449,Georgia,"Laurens County, Georgia",48434,382
1248,Leesburg,GA,1,0,32.5362511,-84.8957642,Georgia,"Leesburg, Georgia",1027,382
1249,Lilburn,GA,2,0,33.8901036,-84.1429719,Georgia,"Lilburn, Georgia",11596,382
1250,Lincoln County,GA,1,0,33.8108325,-82.45033516423459,Georgia,"Lincoln County, Georgia",14134,382
1251,Lithonia,GA,3,0,33.7123305,-84.1051939,Georgia,"Lithonia, Georgia",1924,382
1252,Louisville,GA,1,0,33.0015407,-82.4112377,Georgia,"Louisville, Georgia",519,382
1253,Macon,GA,8,2,32.8406946,-83.6324022,Georgia,"Macon, Georgia",21452,382
1254,Marietta,GA,5,5,33.952602,-84.5499327,Georgia,"Marietta, Georgia",56579,382
1255,McDonough,GA,2,0,33.4473361,-84.1468616,Georgia,"McDonough, Georgia",22084,382
1256,Milledgeville,GA,2,1,33.0801429,-83.2320991,Georgia,"Milledgeville, Georgia",17715,382
1257,Milton,GA,1,0,34.1321631,-84.300666,Georgia,"Milton, Georgia",2576,382
1258,Moultrie,GA,3,0,31.1811523,-83.7878809,Georgia,"Moultrie, Georgia",14268,382
1259,Norcross,GA,4,0,33.9412127,-84.2135309,Georgia,"Norcross, Georgia",9116,382
1260,Paulding County,GA,1,0,33.928394,-84.88663163883379,Georgia,"Paulding County, Georgia",142324,382
1261,Perry,GA,1,1,32.4586695,-83.7319658,Georgia,"Perry, Georgia",10591,382
1262,Pickens County,GA,1,0,34.4685,-84.486529084074,Georgia,"Pickens County, Georgia",19746,382
1263,Pike County,GA,1,0,33.0885545,-84.38285753596391,Georgia,"Pike County, Georgia",32899,382
1264,Pooler,GA,1,0,32.114441,-81.2197075172913,Georgia,"Pooler, Georgia",19140,382
1265,Quitman,GA,1,0,31.7943293,-84.9462146,Georgia,"Quitman, Georgia",762,382
1266,Richmond County,GA,2,0,33.277089,-81.8944597,Georgia,"Richmond County, Georgia",200549,382
1267,Richmond Hill,GA,1,1,31.9382652,-81.3034433,Georgia,"Richmond Hill, Georgia",9281,382
